"PERSON_ID","PERNAME1","PERNAME2","SEX","DOB_DAY","DOB_MON","DOB_YEAR","ENUMCAP","ENUMPC","CIS_ID"
"RG369QF041002","KYLE","TKOMPSON","M",9,12,2002,"","RG369QF","CISRG369QF041002"
"HR167XE037001","GHLOE","GOLLINS","F",12,12,2002,"39 WARWICK ROAD","HR167XE","CISHR167XE037001"
"HR478ER017001","REBECCR","BENNETT","F",12,12,2002,"17 CHAPEL STREET","HR478ER","CISHR478ER017001"
"SW207UU066003","TOM","GOOK","M",12,12,2002,"66 CLARENCE ROAD","SW207UU","CISSW207UU066003"
"SO170ZN014003","LAUREN","RUSSELL","F",14,12,2002,"14 THE AVENUE","SO170ZN","CISSO170ZN014003"
"PO827EQ060004","THOMAS","PATEL","M",15,12,2002,"60 CLARENCE ROAD","PO827EQ","CISPO827EQ060004"
"EX683DJ029005","ALFIE","CARTER","M",17,12,2002,"29 FOREST ROAD","EX683DJ","CISEX683DJ029005"
"LS867AQ012005","MIA","STEREWS","F",17,12,2002,"12 SPRINGFIELD ROAD","LS867AQ","CISLS867AQ012005"
"SW207UU073005","LULIA","KNIGHT","F",17,12,2002,"73 CLARENCE ROAD","SW207UU","CISSW207UU073005"
"RG546PZ027005","","WILSON","F",18,12,2002,"27 NEW ROAD","RG546DZ","CISRG546PZ027005"
"PO250WH051005","CONNIE","SIMPSON","F",19,12,2002,"","","CISPO250WH051005"
"SW937XP026005","JUSTIN","MIIIS","M",20,12,2002,"26 WOODLANDS ROAD","SW937XD","CISSW937XP026005"
"M176SW011003","HENRY","DAVIES","M",22,12,2002,"111 PARK LANE","M176SW","CISM176SW011003"
"PO711HW008002","JOE","DAVIS","M",22,12,2002,"8 CHURCH ROAD","PO711HW","CISPO711HW008002"
"RG877SX004001","AIDEN","SHAW","M",22,12,2002,"4 KINGS ROAD","RG877SX","CISRG877SX004001"
"PO200HJ102003","DAISY","GREEN","F",23,12,2002,"102 ALBERT ROAD","PO200HJ","CISPO200HJ102003"
"SW540RE052003","OSCAR","RUSSELL","M",23,12,2002,"52 SPRINGFIELD ROAD","SW540RE","CISSW540RE052003"
"NW338ZE038005","JESSICA","MORRIS","F",24,12,2002,"38 PARK ROAD","NW338ZE","CISNW338ZE038005"
"DE03US015003","SAMUEL","MATTHEWS","M",25,12,2002,"15 WINDSOR ROAD","DE03US","CISDE03US015003"
"SO763BT004002","LILY","MITCHELL","F",25,12,2002,"4 HIGH STREET","SO763BT","CISSO763BT004002"
"EX683DN061003","SOPHIE","MASON","F",27,12,2002,"61 FOREST ROAD","EX683DN","CISEX683DN061003"
"NW436BN034002","IMOGEN","ALLEN","F",27,12,2002,"34 FOREST ROAD","NW436BN","CISNW436BN034002"
"PO94YH005006","MATTHEW","MOORE","M",30,12,2002,"5 PARK AVENUE","PO94YH","CISPO94YH005006"
"SW744QW007004","N","EVANS","F",30,12,2002,"7 FOREST ROAD","SW744QW","CISSW744QW007004"
"SW844YX068004","HEIDI","RUSSELL","F",1,1,2003,"68 STATION ROAD","SW844YX","CISSW844YX068004"
"PO827EP046005","S","HARRISON","F",6,1,2003,"46 CLARENCE ROAD","PO827EP","CISPO827EP046005"
"SW813UN013004","JASMINE","MASON","F",8,1,2003,"13 CHURCH STREET","SW813UN","CISSW813UN013004"
"SW122AH103004","H","COOPER","F",13,1,2003,"103 VICTORIA ROAD","SW122AH","CISSW122AH103004"
"HR496RJ046004","LEON","GRAY","M",14,1,2003,"46 QUEENS ROAD","HR496RJ","CISHR496RJ046004"
"DE691FL013003","IMOGEN","MURPHY","F",15,1,2003,"13 NORTH STREET","DE691FL","CISDE691FL013003"
"RG910HN037003","CALLUM","KING","M",15,1,2003,"37 YORK ROAD","RG910HN","CISRG910HN037003"
"PO466DU009008","LUCAS","HARRIS","M",17,1,2003,"9 ALEXANDRA ROAD","PO466DU","CISPO466DU009008"
"PO466DZ106005","FAITH","LEE","",17,1,2003,"106 ALEXANDRA ROAD","PO466DZ","CISPO466DZ106005"
"SW75TU098003","LEWIS","BARNES","M",18,1,2003,"98 HIGHFIELD ROAD","SW75TU","CISSW75TU098003"
"DE440RX003004","ISAAC","YOUNG","M",19,1,2003,"3 GREEN LANE","DE440RX","CISDE440RX003004"
"SW990JE011003","SRM","HRRVEY","M",20,1,2003,"11 ALBERT STREET","SW990JE","CISSW990JE011003"
"M560SZ015003","JOEL","HUGHES","M",22,1,2003,"15 ALBERT ROAD","M560SZ","CISM560SZ015003"
"M625UB017005","FREYA","POWELL","F",23,1,2003,"117 GRANGE ROAD","M625UB","CISM625UB017005"
"HR662RN003003","ALEXANDER","MOORE","M",28,1,2003,"3 MAIN ROAD","HR662RN","CISHR662RN003003"
"NW467FD007002","RUBY","SIMPSON","F",28,1,2003,"7 NORTH STREET","NW467FD","CISNW467FD007002"
"HR90PU043004","KYLE","ROBINSON","M",29,1,2003,"43 YORK ROAD","HR90PU","CISHR90PU043004"
"LS806XB008001","MICAH","AOGEAS","M",29,1,2003,"8 ALBERT STREET","LS806XB","CISLS806XB008001"
"SW744QY049006","ALICE","PARKER","F",29,1,2003,"47 FOREST ROAD","SW744QY","CISSW744QY049006"
"M160YG005003","MOLLY","THOMSON","F",31,1,2003,"5 MILL LANE","M160YG","CISM160YG005003"
"M296ST045004","KEIAA","MITCHEII","F",1,2,2003,"45 CROMWELL ROAD","M296ST","CISM296ST045004"
"M682HX066005","KATIE","HOLMES","F",2,2,2003,"66 MAIN ROAD","M682HX","CISM682HX066005"
"PO827EP051004","LACEY","MATTHEWS","F",2,2,2003,"51 CLARENCE ROAD","PO827EP","CISPO827EP051004"
"DE422HD007006","FATIMA","TAYLOR","F",3,2,2003,"7 MARLBOROUGH ROAD","","CISDE422HD007006"
"NW441RT009005","EMMA","JENKINS","F",5,2,2003,"9 SOUTH STREET","NW441RT","CISNW441RT009005"
"RG150RG052003","ABIGAIL","COOH","F",10,2,2003,"52 MAIN ROAD","RG150RG","CISRG150RG052003"
"NW277BW061003","TAYLOR","SHAW","M",11,2,2003,"61 GRANGE ROAD","NW277BW","CISNW277BW061003"
"HR72AU016003","MEGAN","BUTLER","F",12,2,2003,"16 MAIN STREET","HR72AU","CISHR72AU016003"
"PO827ER083003","LEONARDO","WILSON","M",12,2,2003,"83 CLARENCE ROAD","PO827ER","CISPO827ER083003"
"M560SB055003","ISOBEL","KILL","F",14,2,2003,"55 ALBERT ROAD","M560SB","CISM560SB055003"
"M834YB025006","ALEXANDER","MARSHALL","M",14,2,2003,"25 NORTH STREET","","CISM834YB025006"
"EX898TX013004","ALEXANDER","GRAHAM","M",17,2,2003,"13 YORK ROAD","EX898TX","CISEX898TX013004"
"LS837BU051003","GEORGIA","JACKSON","F",17,2,2003,"51 FOREST ROAD","LS837BU","CISLS837BU051003"
"M506PT023003","RILEY","CARTER","M",20,2,2003,"23 QUEENS ROAD","M506PT","CISM506PT023003"
"NW436BL011003","ZARA","ROBERTSON","F",20,2,2003,"11 FOREST ROAD","NW436BJ","CISNW436BL011003"
"EX641AY010003","GRACIE","ROGERS","F",23,2,2003,"10 NORTH STREET","EX641AY","CISEX641AY010003"
"RG119RR034003","RHYS","CLARKE","M",27,2,2003,"34 MANOR ROAD","RG119RR","CISRG119RR034003"
"EX709AR010003","NICOLE","CAMPBELL","F",28,2,2003,"10 THE AVENUE","EX709AR","CISEX709AR010003"
"HR542FY008003","HANNAH","LEE","F",29,2,2003,"9 MILL LANE","HR542FY","CISHR542FY008003"
"PO466DW032003","AUSTIN","THOMAS","M",29,2,2003,"32 ALEXANDRA ROAD","PO466DW","CISPO466DW032003"
"M192EN018001","RILEY","ROCERS","M",30,2,2003,"18 ALEXANDRA ROAD","M192EN","CISM192EN018001"
"M834YB016002","J","RUSSELL","M",31,2,2003,"16 NORTH STREET","M834YB","CISM834YB016002"
"PO201ZZ014003","NATHAN","COLLINS","M",31,2,2003,"114 BROADWAY","PO201ZZ","CISPO201ZZ014003"
"SW75TR047001","HARRY","JONES","M",,3,2003,"47 HIGHFIELD ROAD","SW75TR","CISSW75TR047001"
"LS472UJ004001","MORGAN","BUTLER","M",1,3,2003,"4 KINGSWAY","LS472UJ","CISLS472UJ004001"
"PO200HG047002","OSCAR","BARNES","M",3,3,2003,"47 ALBERT ROAD","PO200HG","CISPO200HG047002"
"SW461TY014001","SOPHIE","THOMAS","F",3,3,2003,"14 YORK ROAD","SW461TY","CISSW461TY014001"
"DE125LU005001","ALEXAWDER","CREEW","M",4,3,2003,"5 PARK LANE","DE125LU","CISDE125LU005001"
"HR559UG016003","SOPHIE","KIMG","",5,3,2003,"16 STATION ROAD","HR559UG","CISHR559UG016003"
"SW332TG061005","CHARLOTTE","BARNES","F",5,3,2003,"61 ALEXANDRA ROAD","SW332TG","CISSW332TG061005"
"M625UB006001","MIA","HARRISON","F",7,3,2003,"6 GRANGE ROAD","M625UB","CISM625UB006001"
"SO527SU116004","LIAM","BAILEY","M",8,3,2003,"116 MAIN ROAD","SO527SU","CISSO527SU116004"
"PO398RQ032004","EDWARD","BARKER","M",9,3,2003,"32 HIGHFIELD ROAD","PO398RQ","CISPO398RQ032004"
"PO465YE007003","SARAH","SCOTT","F",9,3,2003,"7 GREEN LANE","PO465YE","CISPO465YE007003"
"HR496RH032004","ETHAN","WATSON","M",12,3,2003,"","HR496RH","CISHR496RH032004"
"PO466DA141003","ELISABETH","MORGAN","F",13,3,2003,"141 ALEXANDRA ROAD","PO466PA","CISPO466DA141003"
"M296ST035003","SKYE","HARUEY","F",14,3,2003,"35 CROMWELL ROAD","M296ST","CISM296ST035003"
"NW290ZX061004","OLIVER","REID","M",15,3,2003,"61 STANLEY ROAD","NW290ZX","CISNW290ZX061004"
"M296SS014003","CONNOR","BAKER","M",17,3,2003,"14 CROMWELL ROAD","M296SS","CISM296SS014003"
"SW75TS068004","AMY","GRAY","F",17,3,2003,"68 HIGHFIELD ROAD","SW75TS","CISSW75TS068004"
"DE456EA022003","B","ANDERSON","M",22,3,2003,"22 KINGS ROAD","DE456EA","CISDE456EA022003"
"HR459GF035002","ELLIE","RUSSELL","F",22,3,2003,"35 WOODLANDS ROAD","HR459GF","CISHR459GF035002"
"DE159LU019003","S","KING","M",23,3,2003,"19 GEORGE STREET","DE159LU","CISDE159LU019003"
"EX423JU001004","MADISON","HARRISON","F",23,3,2003,"11 ALBERT ROAD","EX423JU","CISEX423JU001004"
"LS475RS055004","MOLLY","OWEN","F",24,3,2003,"55 CROMWELL ROAD","LS475RS","CISLS475RS055004"
"DE533TP084004","","LEWIS","M",26,3,2003,"84 MANOR ROAD","DE533TP","CISDE533TP084004"
"SO186RT005002","FFION","HUGHES","F",27,3,2003,"5 KING STREET","SO186RT","CISSO186RT005002"
"DE13HJ005004","SEAN","DAVIS","M",30,3,2003,"5 ALBERT ROAD","DE13HJ","CISDE13HJ005004"
"LS294PR060006","ABIGAIL","SMITH","F",31,3,2003,"60 QUEENS ROAD","LS294PR","CISLS294PR060006"
"DE13HL031003","MOHAMMED","AICHAADS","M",1,4,2003,"31 ALBERT ROAD","DE13HL","CISDE13HL031003"
"EX662ES005003","LOGAN","COOK","M",2,4,2003,"5 NEW STREET","EX662ES","CISEX662ES005003"
"HR90PU043005","ETHAN","ROBINS","M",6,4,2003,"43 YORK ROAD","HR90BU","CISHR90PU043005"
"NW459XB015003","DANIEL","CAVTEV","M",6,4,2003,"15 PARK LANE","NW459XB","CISNW459XB015003"
"M80NX042003","TMOMAS","GIBSON","M",9,4,2003,"42 VICTORIA ROAD","M80NX","CISM80NX042003"
"DE256NG030003","MIA","THOMSON","F",12,4,2003,"30 SPRINGFIELD ROAD","DE256NG","CISDE256NG030003"
"PO201ZZ014005","ABIGAIL","COLLINS","F",12,4,2003,"14 BROADWAY","PO201ZZ","CISPO201ZZ014005"
"RG721PL015001","ALLCLA","JONES","F",12,4,2003,"115 HIGHFIELD ROAD","RG721PL","CISRG721PL015001"
"DE256NH058001","PMOEBE","BUTLER","F",13,4,2003,"58 SPRINGFIELD ROAD","DE256NH","CISDE256NH058001"
"NW500AW066003","CONNOR","ALLEN","M",14,4,2003,"66 ALEXANDRA ROAD","NW500AW","CISNW500AW066003"
"NW662NH069006","DAISY","PRICE","F",15,4,2003,"69 CHURCH ROAD","NW662NH","CISNW662NH069006"
"DE533TL029003","LEO","ANDERSON","M",18,4,2003,"29 MANOR ROAD","DE533TL","CISDE533TL029003"
"PO217AE003004","BEATRICE","WOOD","F",18,4,2003,"3 VICTORIA STREET","PO217AE","CISPO217AE003004"
"M902XW011004","TYLER","WILKINSON","M",19,4,2003,"11 KINGS ROAD","M902XW","CISM902XW011004"
"NW436BR075003","CAMERON","CHAFMAN","M",23,4,2003,"75 FOREST ROAD","NW436BR","CISNW436BR075003"
"NW908RU079004","ROSIE","CHAPMAN","F",27,4,2003,"79 SPRINGFIELD ROAD","NW908RU","CISNW908RU079004"
"SO147PA020004","JAYDEN","PATEL","M",27,4,2003,"20 CLARENCE ROAD","SO147PA","CISSO147PA020004"
"RG172XH024004","NATHAN","HARVEY","M",1,5,2003,"","RG172XH","CISRG172XH024004"
"DE861EH001003","THOMAS","THOMAS","M",2,5,2003,"11 KINGSWAY","DE861EH","CISDE861EH001003"
"NW130QN016002","ANNIE","DAKEV","F",3,5,2003,"116 WINDSOR ROAD","NW130QN","CISNW130QN016002"
"EX271TY019003","OSCAR","SCOTT","M",4,5,2003,"19 SOUTH STREET","EX271TY","CISEX271TY019003"
"NW168UX017004","SKYE","MURRAY","F",4,5,2003,"","NW168UX","CISNW168UX017004"
"SO527ST097003","E","MOORE","F",6,5,2003,"97 MAIN ROAD","SO527ST","CISSO527ST097003"
"HR802JS035003","JACOB","BABKEB","M",8,5,2003,"35 NEW ROAD","HR802JS","CISHR802JS035003"
"RG764YU095001","OLIVIA","COOK","F",10,5,2003,"95 ALBERT ROAD","RG764YU","CISRG764YU095001"
"SW207UT052001","THEO","JONES","M",10,5,2003,"52 CLARENCE ROAD","SW207UT","CISSW207UT052001"
"HR250EN057004","MUHAMMAD","MARTIN","M",12,5,2003,"57 LONDON ROAD","HR250EN","CISHR250EN057004"
"SW500HZ062002","","OAVIS","M",15,5,2003,"62 NEW ROAD","SW500HZ","CISSW500HZ062002"
"NW500AW059004","ZAINAB","WILSON","F",19,5,2003,"59 ALEXANDRA ROAD","NW500AW","CISNW500AW059004"
"SO527SU106002","OLIVIA","JAMES","F",19,5,2003,"106 MAIN ROAD","SO527SU","CISSO527SU106002"
"PO827ES113001","JACK","MURPMY","M",23,5,2003,"13 CLARENCE ROAD","PO827ES","CISPO827ES113001"
"LS837BS007003","THOMAS","WILSON","M",26,5,2003,"8 FOREST ROAD","LS837BS","CISLS837BS007003"
"SO598XD005003","CMARLIE","MATTMEWS","M",28,5,2003,"5 CHURCH LANE","SO598XD","CISSO598XD005003"
"EX298AE017003","LUKE","TURNER","M",29,5,2003,"17 CHURCH ROAD","EX298AE","CISEX298AE017003"
"RG150RF028002","MICOLE","ROGERS","F",29,5,2003,"28 MAIN ROAD","RG150RF","CISRG150RF028002"
"M685ZG028001","ACFIE","KNIGHT","M",,6,2003,"29 NEW ROAD","M685ZG","CISM685ZG028001"
"HR496RJ046006","JAMIE","GRAY","M",1,6,2003,"46 QUEENS ROAD","HR496RJ","CISHR496RJ046006"
"M902XX028003","HOLLY","COX","F",2,6,2003,"29 KINGS ROAD","M902XX","CISM902XX028003"
"HR559UN090004","HARVEY","MASON","M",3,6,2003,"90 STATION ROAD","HR559UN","CISHR559UN090004"
"DE125LU008006","JAKE","WILLIAHSON","M",5,6,2003,"8 PARK LANE","DE125LU","CISDE125LU008006"
"M682HX055003","JESSICA","RICHARDSON","F",6,6,2003,"55 MAIN ROAD","M682HX","CISM682HX055003"
"SW988AG038001","HAYDEN","GRAY","M",6,6,2003,"39 PARK ROAD","SW988AG","CISSW988AG038001"
"SO473WT001004","CHLOE","TRYLOR","F",7,6,2003,"1 MANOR ROAD","SO473WT","CISSO473WT001004"
"NW645NY033001","ALEXANDER","WARD","M",8,6,2003,"33 WOODLANDS ROAD","NW645NY","CISNW645NY033001"
"SO879UN014003","SKYE","LEWIS","F",8,6,2003,"14 KINGSWAY","SO879UN","CISSO879UN014003"
"EX264WU014001","JACK","JACKSON","M",13,6,2003,"14 MARLBOROUGH ROAD","EX264WU","CISEX264WU014001"
"EX289SL003004","ASHLEIGH","VUSSELL","F",14,6,2003,"3 HIGH STREET","EX289SL","CISEX289SL003004"
"NW290ZX058001","RYAN","BELL","M",14,6,2003,"58 STANLEY ROAD","NW290ZX","CISNW290ZX058001"
"NW441RT007002","ALISHA","SIMFSOW","F",14,6,2003,"7 SOUTH STREET","NW441RT","CISNW441RT007002"
"SO989DG007003","CHLOE","WOOD","F",15,6,2003,"7 GREEN LANE","SO989DG","CISSO989DG007003"
"DE167QG006006","DANIEL","UOBEUTS","M",17,6,2003,"6 KING STREET","DE167QG","CISDE167QG006006"
"DE146FT019004","FINLEY","WALKER","M",20,6,2003,"19 HIGHFIELD ROAD","DE146FT","CISDE146FT019004"
"M80NW028003","THOMAS","ELLIS","M",21,6,2003,"29 VICTORIA ROAD","M80NW","CISM80NW028003"
"SO44XQ003003","CHLOE","GRAY","F",21,6,2003,"3 THE GREEN","SO44XG","CISSO44XQ003003"
"DE237GH058003","OLIVIA","SMITH","F",23,6,2003,"59 WOODLANDS ROAD","DE237GH","CISDE237GH058003"
"SO751EL072003","","MASON","F",24,6,2003,"72 WARWICK ROAD","SO751EJ","CISSO751EL072003"
"EX271TY009005","JESSICA","COLLINS","F",26,6,2003,"9 SOUTH STREET","EX271TY","CISEX271TY009005"
"PO872DL052003","EMMA","HARRIS","F",26,6,2003,"52 WOODLANDS ROAD","PO872DL","CISPO872DL052003"
"EX341WT003002","ABBIE","MITCHELL","F",30,6,2003,"3 PARK ROAD","EX341WT","CISEX341WT003002"
"M820GL009002","CHARLES","LEE","",,7,2003,"9 KINGSWAY","M820GL","CISM820GL009002"
"NW290ZW021001","LHLOE","HOLMES","F",1,7,2003,"21 STANLEY ROAD","NW290ZW","CISNW290ZW021001"
"PO61NR108004","CHARLIE","EDWARDS","M",1,7,2003,"108 STATION ROAD","PO61NR","CISPO61NR108004"
"PO827EN024003","SAM","MILLER","M",1,7,2003,"24 CLARENCE ROAD","PO827EN","CISPO827EN024003"
"M560SZ024004","LOLA","RICHARDS","F",4,7,2003,"24 ALBERT ROAD","M560SZ","CISM560SZ024004"
"NW347EE007001","SOPHIE","JONES","F",4,7,2003,"7 MILL LANE","NW347EE","CISNW347EE007001"
"DE456EA038001","PATAICK","PAICE","M",5,7,2003,"37 KINGS ROAD","DE456EA","CISDE456EA038001"
"SO751EH053001","BRANDON","TURNER","M",15,7,2003,"53 WARWICK ROAD","SO751EH","CISSO751EH053001"
"DE624BH014007","ELLIE","RICHARDS","F",19,7,2003,"14 QUEEN STREET","DE624BH","CISDE624BH014007"
"NW436BP048003","MADISON","MILLER","F",19,7,2003,"48 FOREST ROAD","NW436BB","CISNW436BP048003"
"PO201ZZ001002","LEAH","WEBB","F",19,7,2003,"1 BROADWAY","PO201ZZ","CISPO201ZZ001002"
"HR72AU009004","THEODORE","COOPER","M",20,7,2003,"9 MAIN STREET","HR72AU","CISHR72AU009004"
"LS74DL007005","SUMMER","PRICE","F",20,7,2003,"7 KINGS ROAD","LS74DL","CISLS74DL007005"
"SO170ZN003004","OLIVIA","ELLIS","F",20,7,2003,"3 THE AVENUE","SO170ZN","CISSO170ZN003004"
"SO751EL078003","ZAINAB","FOSTER","F",20,7,2003,"79 WARWICK ROAD","SO751EL","CISSO751EL078003"
"SW744QW013001","HOLLY","GRIFFITHS","F",21,7,2003,"13 FOREST ROAD","SW744QW","CISSW744QW013001"
"RG323BE013002","OLIVIA","BARNES","F",22,7,2003,"13 CHURCH STREET","RG323BE","CISRG323BE013002"
"NW277BY095004","SARAH","MILLER","F",27,7,2003,"95 GRANGE ROAD","NW277BY","CISNW277BY095004"
"NW662NH070004","GEORGIA","GRAY","F",27,7,2003,"70 CHURCH ROAD","NW662NH","CISNW662NH070004"
"DE13HL018006","RYAN","YOUNG","M",31,7,2003,"19 ALBERT ROAD","DE13HJ","CISDE13HL018006"
"M447NN017007","LIZ","CRRTER","F",31,7,2003,"17 MAIN STREET","M447NN","CISM447NN017007"
"EX683DL048002","GABAIELLA","HAAVEY","F",2,8,2003,"48 FOREST ROAD","EX683DL","CISEX683DL048002"
"DE13HJ009003","AMBEA","STEVENS","F",5,8,2003,"9 ALBERT ROAD","DE13HJ","CISDE13HJ009003"
"HR802JR004006","MOLLY","CLARKE","F",6,8,2003,"4 NEW ROAD","HR802LR","CISHR802JR004006"
"LS475RR027001","ABIGAIL","BAKER","F",6,8,2003,"27 CROMWELL ROAD","LS475RR","CISLS475RR027001"
"PO201ZZ009004","MILLIE","PRICE","F",6,8,2003,"9 BROADWAY","PO201ZZ","CISPO201ZZ009004"
"RG52TD031003","CHLOE","JAMES","F",7,8,2003,"31 PARK ROAD","RG52TD","CISRG52TD031003"
"LS294PQ023004","ELIZA","COLLINS","F",8,8,2003,"23 QUEENS ROAD","LS294PQ","CISLS294PQ023004"
"PO827EQ075004","JAKE","PALMER","M",8,8,2003,"75 CLARENCE ROAD","PO827EQ","CISPO827EQ075004"
"M834YB017003","MUHAMMAD","BARKER","M",10,8,2003,"17 NORTH STREET","M834YB","CISM834YB017003"
"NW500AS006004","OSCAR","GIBSON","M",12,8,2003,"6 ALEXANDRA ROAD","NW500AS","CISNW500AS006004"
"PO466DA123004","FREYA","WEBB","F",12,8,2003,"123 ALEXANDRA ROAD","PO466DA","CISPO466DA123004"
"EX982LZ065003","AMELIE","KELLY","F",15,8,2003,"65 HIGHFIELD ROAD","EX982LZ","CISEX982LZ065003"
"LS480EN020002","MAX","JENKINS","M",16,8,2003,"20 VICTORIA ROAD","LS480EN","CISLS480EN020002"
"M902XW001005","SUMMER","KIWG","F",16,8,2003,"1 KINGS ROAD","M902XW","CISM902XW001005"
"HR904ZA009003","LYDIA","GRIFFITH","F",18,8,2003,"9 BROADWAY","HR904ZA","CISHR904ZA009003"
"SO751EG008003","CRSEY","MITCHELL","M",18,8,2003,"8 WARWICK ROAD","SO751EQ","CISSO751EG008003"
"PO200HG063003","DYLAN","TAYLOR","M",19,8,2003,"63 ALBERT ROAD","PO200HG","CISPO200HG063003"
"PO827EP045005","ELLIS","BAILEY","M",20,8,2003,"","PO827EP","CISPO827EP045005"
"RG787RA029002","MADISON","JONES","F",20,8,2003,"29 WOODLANDS ROAD","RG787RA","CISRG787RA029002"
"PO94YH005005","EMMA","MOORE","F",23,8,2003,"5 PARK AVENUE","PO94YH","CISPO94YH005005"
"LS849ZQ060005","MEGAN","STEWART","F",24,8,2003,"60 GROVE ROAD","LS849ZQ","CISLS849ZQ060005"
"EX982LX015003","MOHAMMED","PRIGE","M",27,8,2003,"15 HIGHFIELD ROAD","","CISEX982LX015003"
"RG369QE012006","BAILEY","GIBSON","M",27,8,2003,"12 FOREST ROAD","RG369QE","CISRG369QE012006"
"HR56DD010002","FINLAY","LEWIS","M",31,8,2003,"10 VICTORIA ROAD","HR56DD","CISHR56DD010002"
"LS475RS038004","BRADLEY","SMITH","M",31,8,2003,"38 CROMWELL ROAD","LS475RS","CISLS475RS038004"
"SO751EH050001","FATIMA","JAMES","F",31,8,2003,"50 WARWICK ROAD","SO751EH","CISSO751EH050001"
"M80NY061002","MACKENZIE","GRAY","M",3,9,2003,"611 VICTORIA ROAD","M80NY","CISM80NY061002"
"SO310HE013004","SCARLET","COOPER","F",3,9,2003,"13 VICTORIA ROAD","SO310HE","CISSO310HE013004"
"HR174XY017003","LAIBA","SMITH","F",4,9,2003,"18 SPRINGFIELD ROAD","HR174XY","CISHR174XY017003"
"HR167XF049001","HOLLIE","JONES","F",6,9,2003,"49 WARWICK ROAD","HR167XF","CISHR167XF049001"
"HR861GE001001","MEGAN","EDWARDS","F",6,9,2003,"11 ALEXANDRA ROAD","HR861GE","CISHR861GE001001"
"SO147PD054003","JAYDEN","KELLY","M",6,9,2003,"54 CLARENCE ROAD","SO147BD","CISSO147PD054003"
"EX121UB039001","","MARTIN","M",8,9,2003,"38 WOODLANDS ROAD","EX121UB","CISEX121UB039001"
"SW293NG045005","ETHAW","HUWT","M",8,9,2003,"45 MARLBOROUGH ROAD","SW293NG","CISSW293NG045005"
"SW988AH069003","GABRIELLA","KING","F",9,9,2003,"68 PARK ROAD","SW988AH","CISSW988AH069003"
"NW338ZB005003","EMILIA","BENNETT","F",11,9,2003,"5 PARK ROAD","NW338ZB","CISNW338ZB005003"
"NW472LP005003","JOSH","HUGHES","M",12,9,2003,"5 MANOR ROAD","NW472LB","CISNW472LP005003"
"RG764YU103001","EVIE","HALL","F",12,9,2003,"1103 ALBERT ROAD","RG764YU","CISRG764YU103001"
"SW744QY036003","IMOGEN","CLARK","F",12,9,2003,"36 FOREST ROAD","SW744QY","CISSW744QY036003"
"EX909LU052001","EMMA","WILSON","F",14,9,2003,"52 STATION ROAD","EX909LU","CISEX909LU052001"
"HR496RJ037003","ISABELLA","TAYLOR","F",15,9,2003,"38 QUEENS ROAD","HR496RJ","CISHR496RJ037003"
"PO536XN028003","JOSHUA","JOHNSON","M",16,9,2003,"28 YORK ROAD","PO536XN","CISPO536XN028003"
"SW988AJ079003","EVEIYN","ROBINSON","F",17,9,2003,"77 PARK ROAD","SW988AJ","CISSW988AJ079003"
"HR377QZ012001","SIENNA","WEBB","F",18,9,2003,"12 ALBERT ROAD","HR377QZ","CISHR377QZ012001"
"RG764YT072001","EVIE","DAVIS","F",20,9,2003,"72 ALBERT ROAD","RG764YT","CISRG764YT072001"
"RG787RB040001","DAVID","CHAPMAN","M",20,9,2003,"40 WOODLANDS ROAD","RG787RB","CISRG787RB040001"
"HR478ER004006","ALEXANDER","GREEN","M",22,9,2003,"4 CHAPEL STREET","HR478ER","CISHR478ER004006"
"LS243GD016003","MAYA","OWEN","F",23,9,2003,"16 THE CRESCENT","LS243GD","CISLS243GD016003"
"PO774UX018003","FREYA","ROBERTS","F",25,9,2003,"18 LONDON ROAD","PO774UX","CISPO774UX018003"
"PO466DW040004","DANIEL","MORGAN","M",26,9,2003,"40 ALEXANDRA ROAD","PO466DW","CISPO466DW040004"
"LS906PZ009002","EWAN","MILLS","M",27,9,2003,"9 YORK ROAD","LS906PZ","CISLS906PZ009002"
"NW886EJ004004","LOGAN","SMITH","M",27,9,2003,"4 VICTORIA STREET","NW886EJ","CISNW886EJ004004"
"PO200HJ102004","JESSICR","GREEN","F",30,9,2003,"102 ALBERT ROAD","PO200HJ","CISPO200HJ102004"
"LS472UJ006002","SUPHIE","ALLEN","F",1,10,2003,"6 KINGSWAY","LS472UL","CISLS472UJ006002"
"M190JH003003","LALEY","THOMPSON","F",5,10,2003,"3 HIGH STREET","M190JH","CISM190JH003003"
"M518DT027003","TOMMY","ANOERSON","M",5,10,2003,"28 HIGHFIELD ROAD","M518DT","CISM518DT027003"
"M560SE099003","SKY","MILLS","F",6,10,2003,"99 ALBERT ROAD","M560SE","CISM560SE099003"
"HR777AD004003","NATASHA","MOORE","F",7,10,2003,"4 THE AVENUE","HR777AD","CISHR777AD004003"
"NW68LX034003","THOMAS","JENKINS","M",8,10,2003,"34 CLARENCE ROAD","","CISNW68LX034003"
"M560SZ021005","CHARLES","MILLER","",9,10,2003,"21 ALBERT ROAD","M560SZ","CISM560SZ021005"
"RG150RG075004","JACK","JAMES","M",9,10,2003,"75 MAIN ROAD","RG150RG","CISRG150RG075004"
"SO527ST092004","RUBY","MATTHEWS","F",11,10,2003,"92 MAIN ROAD","SO527ST","CISSO527ST092004"
